row_id,known_status_count,login_attempts,login_attempts_known_outcome,complete_body_measurements,complete_duration_measurements,pending_at_scoring,timeouts,telemetry_dropped_in_window,interval_fully_observed,insufficient_history,telemetry_defects
1,2,0,0,2,2,0,0,0,False,True,0
2,3,0,0,3,3,0,0,0,False,False,0
3,2,0,0,2,2,0,0,0,False,True,0
4,2,0,0,2,2,0,0,0,False,True,0
5,3,0,0,3,3,0,0,0,False,False,0
6,2,0,0,2,2,0,0,0,False,True,0
7,2,0,0,2,2,0,0,0,False,True,0
8,2,0,0,2,2,0,0,0,False,True,0
9,3,0,0,3,3,0,0,0,False,False,0
10,2,1,1,2,2,0,0,0,False,True,0
11,2,0,0,2,2,0,0,0,False,True,0
12,2,0,0,2,2,0,0,0,False,True,0
13,3,0,0,3,3,0,0,0,False,False,0
14,11,12,10,11,11,0,0,0,False,False,0
15,114,0,0,114,114,0,0,0,False,False,0
16,10,0,0,10,10,0,0,0,False,False,0
17,5,0,0,5,5,0,0,0,False,False,0
18,10,0,0,10,10,0,0,0,False,False,0
19,3,0,0,3,3,0,0,0,False,False,0
20,2,0,0,2,2,0,0,0,False,True,0
21,3,0,0,3,3,0,0,0,False,False,0
22,2,0,0,2,2,0,0,0,False,True,0
23,3,0,0,3,3,0,0,0,False,False,0
24,2,1,1,2,2,0,0,0,False,True,0
25,2,1,1,2,2,0,0,0,False,True,0
26,2,1,1,2,2,0,0,0,False,True,0
27,2,1,1,2,2,0,0,0,False,True,0
28,2,1,1,2,2,0,0,0,False,True,0
29,2,1,1,2,2,0,0,0,False,True,0
30,2,1,1,2,2,0,0,0,False,True,0
31,2,1,1,2,2,0,0,0,False,True,0
32,3,0,0,3,3,0,0,0,False,False,0
33,2,0,0,2,2,0,0,0,False,True,0
34,2,0,0,2,2,0,0,0,False,True,0
35,2,0,0,2,2,0,0,0,False,True,0
36,3,0,0,3,3,0,0,0,False,False,0
37,3,0,0,3,3,0,0,0,False,False,0
38,2,0,0,2,2,0,0,0,False,True,0
39,2,0,0,2,2,0,0,0,False,True,0
40,3,0,0,3,3,0,0,0,False,False,0
41,3,0,0,3,3,0,0,0,False,False,0
42,2,0,0,2,2,0,0,0,False,True,0
43,2,0,0,2,2,0,0,0,False,True,0
44,2,0,0,2,2,0,0,0,False,True,0
45,3,0,0,3,3,0,0,0,False,False,0
46,2,0,0,2,2,0,0,0,False,True,0
47,2,0,0,2,2,0,0,0,False,True,0
48,3,0,0,3,3,0,0,0,False,False,0
