row_id,split,group_key
1,test,run1|203.0.113.10
2,train,run1|203.0.113.11
3,val,run1|203.0.113.12
4,val,run1|203.0.113.13
5,train,run1|203.0.113.14
6,train,run1|203.0.113.15
7,test,run1|203.0.113.16
8,test,run1|203.0.113.17
9,train,run1|203.0.113.18
10,test,run1|203.0.113.180
11,test,run1|203.0.113.181
12,train,run1|203.0.113.19
13,test,run1|203.0.113.20
14,test,run1|203.0.113.200
15,val,run1|203.0.113.201
16,test,run1|203.0.113.202
17,test,run1|203.0.113.203
18,test,run1|203.0.113.204
19,train,run1|203.0.113.21
20,train,run1|203.0.113.22
21,test,run1|203.0.113.23
22,test,run1|203.0.113.24
23,val,run1|203.0.113.25
24,val,run1|203.0.113.26
25,test,run1|203.0.113.27
26,test,run1|203.0.113.28
27,train,run1|203.0.113.29
28,val,run1|203.0.113.30
29,train,run1|203.0.113.31
30,train,run1|203.0.113.32
31,train,run1|203.0.113.33
32,train,run1|203.0.113.34
33,test,run1|203.0.113.35
34,test,run1|203.0.113.36
35,val,run1|203.0.113.37
36,train,run1|203.0.113.38
37,test,run1|203.0.113.39
38,val,run1|203.0.113.40
39,train,run1|203.0.113.41
40,train,run1|203.0.113.42
41,train,run1|203.0.113.43
42,train,run1|203.0.113.44
43,train,run1|203.0.113.45
44,val,run1|203.0.113.46
45,train,run1|203.0.113.47
46,test,run1|203.0.113.48
47,train,run1|203.0.113.49
48,train,run1|203.0.113.50
49,train,run1|203.0.113.51
50,train,run1|203.0.113.52
51,train,run1|203.0.113.53
52,train,run1|203.0.113.54
53,test,run1|203.0.113.55
54,train,run1|203.0.113.56
55,test,run1|203.0.113.57
56,val,run1|203.0.113.58
57,train,run1|203.0.113.59
58,train,run1|203.0.113.60
59,train,run1|203.0.113.61
60,test,run1|203.0.113.62
61,test,run1|203.0.113.63
62,test,run1|203.0.113.64
63,train,run1|203.0.113.65
64,test,run1|203.0.113.66
65,train,run1|203.0.113.67
66,train,run1|203.0.113.68
